E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30a,E30b
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3000E+01,7.0450E-01,7.4410E-01,7.5510E-01,2.0930E-01,-4.8690E-01,-3.9230E-01,-3.9730E-01,-7.9810E-01,-2.3000E-03,-9.4000E-02,-9.6400E-02,1.1840E+00,1.3000E-01,2.1200E+00,2.6000E-01,3.1000E-01,3.1076E+00,2.2641E-01,1.0813E+00,5.3000E-01,6.5000E+00,3.7596E-01,7.1781E-01,3.6400E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3250E+01,7.0440E-01,7.4390E-01,7.5510E-01,2.0920E-01,-4.8690E-01,-3.9210E-01,-3.9730E-01,-7.9750E-01,-2.7000E-03,-9.4200E-02,-9.6700E-02,1.1833E+00,1.3000E-01,2.1500E+00,5.0000E-02,2.6000E-01,3.1185E+00,2.1415E-01,1.0791E+00,5.3000E-01,6.5500E+00,3.7596E-01,7.1377E-01,4.1277E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3000E+01,7.0450E-01,7.4410E-01,7.5500E-01,2.0900E-01,-4.8700E-01,-3.9230E-01,-3.9740E-01,-7.9770E-01,-2.5000E-03,-9.4000E-02,-9.6300E-02,1.1839E+00,1.3000E-01,2.1500E+00,1.3000E-01,3.1000E-01,3.0903E+00,1.9677E-01,1.0761E+00,5.2000E-01,6.7400E+00,3.8516E-01,6.9367E-01,4.0833E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3000E+01,7.0410E-01,7.4370E-01,7.5480E-01,2.0910E-01,-4.8680E-01,-3.9210E-01,-3.9740E-01,-7.9790E-01,-2.4000E-03,-9.3700E-02,-9.6000E-02,1.1838E+00,1.3000E-01,2.1500E+00,1.2000E-01,3.0000E-01,3.0739E+00,2.0137E-01,1.0757E+00,5.2000E-01,6.4600E+00,3.8516E-01,7.2356E-01,4.0000E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3250E+01,7.0420E-01,7.4410E-01,7.5460E-01,2.0890E-01,-4.8690E-01,-3.9210E-01,-3.9750E-01,-7.9770E-01,-2.8000E-03,-9.4300E-02,-9.6600E-02,1.1836E+00,1.3000E-01,2.1200E+00,2.3000E-01,3.1000E-01,3.0582E+00,1.9452E-01,1.0767E+00,5.1000E-01,6.6400E+00,3.9479E-01,6.9827E-01,3.9808E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3250E+01,7.0370E-01,7.4340E-01,7.5460E-01,2.0880E-01,-4.8730E-01,-3.9230E-01,-3.9790E-01,-7.9800E-01,-2.7000E-03,-9.3800E-02,-9.6400E-02,1.1837E+00,1.3000E-01,2.1300E+00,1.0000E-01,3.1000E-01,3.0772E+00,1.8755E-01,1.0773E+00,5.3000E-01,6.7300E+00,3.7596E-01,6.8911E-01,4.0377E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3250E+01,7.0390E-01,7.4360E-01,7.5460E-01,2.0890E-01,-4.8680E-01,-3.9220E-01,-3.9760E-01,-7.9760E-01,-2.5000E-03,-9.3800E-02,-9.6200E-02,1.1833E+00,1.3000E-01,2.1500E+00,5.0000E-02,2.6000E-01,3.1032E+00,1.8242E-01,1.0778E+00,5.1000E-01,6.5100E+00,3.6173E-01,7.1944E-01,4.2381E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3250E+01,7.0400E-01,7.4380E-01,7.5500E-01,2.0910E-01,-4.8690E-01,-3.9210E-01,-3.9780E-01,-7.9790E-01,-2.7000E-03,-9.4100E-02,-9.6400E-02,1.1836E+00,1.3000E-01,2.1500E+00,1.3000E-01,2.9000E-01,3.0765E+00,1.7866E-01,1.0776E+00,5.2000E-01,6.5100E+00,3.8516E-01,7.1638E-01,4.1522E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3250E+01,7.0410E-01,7.4380E-01,7.5460E-01,2.0920E-01,-4.8690E-01,-3.9190E-01,-3.9760E-01,-7.9780E-01,-2.7000E-03,-9.4100E-02,-9.6500E-02,1.1835E+00,1.3000E-01,2.1500E+00,1.2000E-01,3.0000E-01,3.0788E+00,1.7604E-01,1.0771E+00,5.2000E-01,6.6900E+00,3.8516E-01,6.8854E-01,4.0588E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0400E-01,7.4360E-01,7.5460E-01,2.0920E-01,-4.8710E-01,-3.9230E-01,-3.9760E-01,-7.9770E-01,-2.6000E-03,-9.4000E-02,-9.6300E-02,1.1836E+00,1.3000E-01,2.1500E+00,1.3000E-01,3.1000E-01,3.1065E+00,1.7488E-01,1.0777E+00,5.2000E-01,6.2800E+00,3.8516E-01,7.4720E-01,4.1042E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2700E+01,2.1900E+01,3.7700E+01,3.3250E+01,7.0400E-01,7.4370E-01,7.5460E-01,2.0920E-01,-4.8690E-01,-3.9220E-01,-3.9750E-01,-7.9780E-01,-2.4000E-03,-9.4300E-02,-9.6400E-02,1.1837E+00,1.3000E-01,2.1500E+00,1.2000E-01,3.1000E-01,3.0968E+00,1.7482E-01,1.0783E+00,5.1000E-01,6.6400E+00,3.6173E-01,6.9528E-01,4.3043E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0380E-01,7.4390E-01,7.5470E-01,2.0910E-01,-4.8680E-01,-3.9210E-01,-3.9740E-01,-7.9750E-01,-2.8000E-03,-9.3800E-02,-9.6000E-02,1.1832E+00,1.3000E-01,2.1600E+00,1.4000E-01,3.0000E-01,3.0981E+00,1.7692E-01,1.0788E+00,5.2000E-01,6.6600E+00,3.8516E-01,6.8960E-01,4.2340E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0400E-01,7.4370E-01,7.5450E-01,2.0880E-01,-4.8720E-01,-3.9230E-01,-3.9720E-01,-7.9770E-01,-2.1000E-03,-9.3900E-02,-9.6300E-02,1.1836E+00,1.3000E-01,2.1500E+00,2.7000E-01,3.1000E-01,3.0713E+00,1.8072E-01,1.0801E+00,5.2000E-01,6.4900E+00,3.8516E-01,7.1924E-01,4.2500E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3750E+01,7.0420E-01,7.4310E-01,7.5400E-01,2.0860E-01,-4.8700E-01,-3.9260E-01,-3.9800E-01,-7.9800E-01,-1.4000E-03,-9.2500E-02,-9.5100E-02,1.1848E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.1000E-01,3.0737E+00,1.7013E-01,1.0812E+00,5.3000E-01,6.6800E+00,3.7596E-01,6.8692E-01,4.0625E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0400E-01,7.4310E-01,7.5350E-01,2.0860E-01,-4.8680E-01,-3.9260E-01,-3.9830E-01,-7.9800E-01,-1.6000E-03,-9.2600E-02,-9.3400E-02,1.1845E+00,1.3000E-01,2.1500E+00,1.2000E-01,2.7000E-01,3.0793E+00,1.7137E-01,1.0819E+00,5.2000E-01,6.5800E+00,3.5299E-01,7.0050E-01,4.3864E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0420E-01,7.4310E-01,7.5430E-01,2.0880E-01,-4.8750E-01,-3.9270E-01,-3.9800E-01,-7.9760E-01,-2.1000E-03,-9.2300E-02,-9.5000E-02,1.1839E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.0000E-01,3.0977E+00,1.7508E-01,1.0820E+00,5.2000E-01,6.6100E+00,3.5299E-01,6.9638E-01,4.3878E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0410E-01,7.4340E-01,7.5460E-01,2.0900E-01,-4.8730E-01,-3.9260E-01,-3.9780E-01,-7.9770E-01,-1.5000E-03,-9.2700E-02,-9.5900E-02,1.1838E+00,1.3000E-01,2.1500E+00,1.8000E-01,3.0000E-01,3.1135E+00,1.8246E-01,1.0825E+00,5.2000E-01,6.6200E+00,3.5299E-01,6.9801E-01,4.1489E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0390E-01,7.4360E-01,7.5460E-01,2.0880E-01,-4.8670E-01,-3.9190E-01,-3.9780E-01,-7.9780E-01,-2.0000E-03,-9.3300E-02,-9.5800E-02,1.1838E+00,1.3000E-01,2.1500E+00,6.0000E-02,3.1000E-01,3.1204E+00,1.8866E-01,1.0831E+00,5.2000E-01,6.5500E+00,3.5299E-01,7.0163E-01,4.3404E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3750E+01,7.0360E-01,7.4170E-01,7.5420E-01,2.0880E-01,-4.8700E-01,-3.9370E-01,-3.9780E-01,-7.9750E-01,-1.3000E-03,-8.9400E-02,-9.5700E-02,1.1834E+00,1.3000E-01,2.1500E+00,1.2000E-01,3.1000E-01,3.1414E+00,1.8875E-01,1.0799E+00,5.1000E-01,6.5600E+00,3.6173E-01,7.0933E-01,4.2941E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0390E-01,7.4360E-01,7.5450E-01,2.0920E-01,-4.8710E-01,-3.9230E-01,-3.9760E-01,-7.9750E-01,-2.3000E-03,-9.3500E-02,-9.6500E-02,1.1833E+00,1.3000E-01,2.1500E+00,2.2000E-01,3.0000E-01,3.1684E+00,1.8656E-01,1.0784E+00,5.2000E-01,6.4600E+00,3.5299E-01,7.2047E-01,4.1702E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0400E-01,7.4360E-01,7.5450E-01,2.0940E-01,-4.8710E-01,-3.9190E-01,-3.9720E-01,-7.9720E-01,-2.3000E-03,-9.3500E-02,-9.6100E-02,1.1829E+00,1.3000E-01,2.1500E+00,1.3000E-01,3.1000E-01,3.1452E+00,1.8484E-01,1.0767E+00,5.2000E-01,6.4900E+00,3.5299E-01,7.1617E-01,4.3478E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0400E-01,7.4360E-01,7.5460E-01,2.0940E-01,-4.8680E-01,-3.9180E-01,-3.9720E-01,-7.9760E-01,-2.4000E-03,-9.3700E-02,-9.6100E-02,1.1829E+00,1.3000E-01,2.1500E+00,7.0000E-02,3.0000E-01,3.1485E+00,1.8342E-01,1.0750E+00,5.1000E-01,6.5100E+00,3.6173E-01,7.1638E-01,4.1915E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0420E-01,7.4390E-01,7.5490E-01,2.0920E-01,-4.8670E-01,-3.9220E-01,-3.9730E-01,-7.9750E-01,-2.1000E-03,-9.3700E-02,-9.6100E-02,1.1832E+00,1.3000E-01,2.1500E+00,1.0000E-01,3.1000E-01,3.1554E+00,1.8269E-01,1.0741E+00,5.1000E-01,6.7200E+00,3.6173E-01,6.8750E-01,4.2292E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0410E-01,7.4370E-01,7.5470E-01,2.0940E-01,-4.8660E-01,-3.9180E-01,-3.9760E-01,-7.9770E-01,-2.4000E-03,-9.3700E-02,-9.6200E-02,1.1834E+00,1.3000E-01,2.1500E+00,1.2000E-01,3.1000E-01,3.1586E+00,1.8455E-01,1.0727E+00,5.1000E-01,6.6200E+00,3.6173E-01,6.9801E-01,4.1915E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0420E-01,7.4390E-01,7.5460E-01,2.0930E-01,-4.8700E-01,-3.9210E-01,-3.9750E-01,-7.9720E-01,-2.2000E-03,-9.4200E-02,-9.6400E-02,1.1830E+00,1.3000E-01,2.1400E+00,1.2000E-01,3.0000E-01,3.1655E+00,1.8398E-01,1.0725E+00,5.1000E-01,6.6500E+00,3.6173E-01,6.9691E-01,4.3488E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0470E-01,7.4440E-01,7.5510E-01,2.0940E-01,-4.8660E-01,-3.9200E-01,-3.9710E-01,-7.9730E-01,-2.2000E-03,-9.4000E-02,-9.6600E-02,1.1825E+00,1.3000E-01,2.1400E+00,1.1000E-01,3.0000E-01,3.1297E+00,1.8703E-01,1.0723E+00,5.2000E-01,6.7100E+00,3.5299E-01,6.8588E-01,4.2222E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0410E-01,7.4360E-01,7.5450E-01,2.0910E-01,-4.8680E-01,-3.9210E-01,-3.9750E-01,-7.9750E-01,-2.1000E-03,-9.3600E-02,-9.5700E-02,1.1830E+00,1.3000E-01,2.1400E+00,1.1000E-01,3.0000E-01,3.0990E+00,1.7611E-01,1.0722E+00,5.1000E-01,6.4800E+00,3.6173E-01,7.1760E-01,4.1087E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0430E-01,7.4410E-01,7.5480E-01,2.0960E-01,-4.8690E-01,-3.9190E-01,-3.9760E-01,-7.9780E-01,-2.1000E-03,-9.3700E-02,-9.6300E-02,1.1833E+00,1.3000E-01,2.1400E+00,7.0000E-02,3.0000E-01,3.0673E+00,1.7414E-01,1.0709E+00,5.2000E-01,6.7000E+00,3.5299E-01,6.9016E-01,4.4255E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2800E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0400E-01,7.4370E-01,7.5480E-01,2.0920E-01,-4.8700E-01,-3.9240E-01,-3.9740E-01,-7.9680E-01,-2.5000E-03,-9.3300E-02,-9.6100E-02,1.1834E+00,1.3000E-01,2.1400E+00,2.4000E-01,3.1000E-01,3.0443E+00,1.7283E-01,1.0700E+00,5.1000E-01,6.6600E+00,3.6173E-01,6.9555E-01,4.2292E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0420E-01,7.4380E-01,7.5480E-01,2.0960E-01,-4.8700E-01,-3.9230E-01,-3.9780E-01,-7.9760E-01,-2.3000E-03,-9.3500E-02,-9.5900E-02,1.1832E+00,1.3000E-01,2.1400E+00,7.0000E-02,3.1000E-01,3.0361E+00,1.7161E-01,1.0690E+00,5.2000E-01,6.7200E+00,3.5299E-01,6.8455E-01,4.1333E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.1900E+01,3.7700E+01,3.3500E+01,7.0410E-01,7.4380E-01,7.5450E-01,2.0940E-01,-4.8680E-01,-3.9180E-01,-3.9760E-01,-7.9750E-01,-2.2000E-03,-9.3800E-02,-9.6100E-02,1.1830E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.1000E-01,3.0303E+00,1.7005E-01,1.0690E+00,5.2000E-01,6.3400E+00,3.5299E-01,7.3811E-01,4.0980E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0410E-01,7.4370E-01,7.5480E-01,2.0910E-01,-4.8720E-01,-3.9210E-01,-3.9750E-01,-7.9770E-01,-2.6000E-03,-9.3300E-02,-9.6000E-02,1.1836E+00,1.3000E-01,2.1400E+00,2.8000E-01,3.1000E-01,3.0359E+00,1.6996E-01,1.0691E+00,5.2000E-01,6.6700E+00,3.5299E-01,6.9122E-01,4.0833E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0400E-01,7.4360E-01,7.5460E-01,2.0910E-01,-4.8700E-01,-3.9230E-01,-3.9730E-01,-7.9750E-01,-2.5000E-03,-9.3900E-02,-9.6200E-02,1.1833E+00,1.3000E-01,2.1400E+00,1.9000E-01,3.1000E-01,3.0474E+00,1.6988E-01,1.0689E+00,5.3000E-01,6.5200E+00,3.7596E-01,7.1496E-01,4.2800E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.1900E+01,3.7700E+01,3.3750E+01,7.0430E-01,7.4420E-01,7.5480E-01,2.1000E-01,-4.8730E-01,-3.9210E-01,-3.9730E-01,-7.9730E-01,-2.3000E-03,-9.4300E-02,-9.6300E-02,1.1828E+00,1.3000E-01,2.1200E+00,2.2000E-01,3.1000E-01,3.0638E+00,1.7232E-01,1.0689E+00,5.2000E-01,6.6100E+00,3.5299E-01,7.0539E-01,4.2941E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0460E-01,7.4420E-01,7.5530E-01,2.0950E-01,-4.8690E-01,-3.9210E-01,-3.9720E-01,-7.9740E-01,-2.2000E-03,-9.3800E-02,-9.6300E-02,1.1829E+00,1.3000E-01,2.1400E+00,1.2000E-01,2.8000E-01,3.0844E+00,1.7532E-01,1.0689E+00,5.1000E-01,6.6900E+00,3.6173E-01,6.8854E-01,4.2128E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0420E-01,7.4400E-01,7.5460E-01,2.0920E-01,-4.8730E-01,-3.9180E-01,-3.9770E-01,-7.9710E-01,-2.3000E-03,-9.3800E-02,-9.5800E-02,1.1828E+00,1.3000E-01,2.1400E+00,1.1000E-01,2.9000E-01,3.0703E+00,1.7828E-01,1.0685E+00,5.2000E-01,6.7100E+00,3.5299E-01,6.8883E-01,4.3404E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0420E-01,7.4400E-01,7.5470E-01,2.0970E-01,-4.8700E-01,-3.9200E-01,-3.9750E-01,-7.9700E-01,-2.7000E-03,-9.3800E-02,-9.5700E-02,1.1828E+00,1.3000E-01,2.1400E+00,1.2000E-01,2.9000E-01,3.0718E+00,1.8197E-01,1.0684E+00,5.1000E-01,6.6800E+00,3.6173E-01,6.8988E-01,4.1111E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7800E+01,3.3500E+01,7.0410E-01,7.4380E-01,7.5450E-01,2.0930E-01,-4.8680E-01,-3.9200E-01,-3.9750E-01,-7.9750E-01,-2.4000E-03,-9.4200E-02,-9.6500E-02,1.1830E+00,1.3000E-01,2.1400E+00,6.0000E-02,3.1000E-01,3.0659E+00,1.8743E-01,1.0683E+00,5.1000E-01,6.5200E+00,3.6173E-01,7.1802E-01,4.3125E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0440E-01,7.4430E-01,7.5510E-01,2.0970E-01,-4.8730E-01,-3.9210E-01,-3.9720E-01,-7.9770E-01,-2.7000E-03,-9.5400E-02,-9.7300E-02,1.1832E+00,1.3000E-01,2.1100E+00,9.0000E-02,3.1000E-01,3.0679E+00,1.9344E-01,1.0683E+00,5.1000E-01,6.4200E+00,3.6173E-01,7.2938E-01,4.3878E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0450E-01,7.4420E-01,7.5500E-01,2.0930E-01,-4.8700E-01,-3.9190E-01,-3.9770E-01,-7.9760E-01,-1.5000E-03,-9.2200E-02,-9.4400E-02,1.1842E+00,1.3000E-01,2.1400E+00,6.0000E-02,3.1000E-01,3.0769E+00,1.9639E-01,1.0684E+00,5.2000E-01,6.7400E+00,3.5299E-01,6.8779E-01,4.1633E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0430E-01,7.4430E-01,7.5480E-01,2.0940E-01,-4.8700E-01,-3.9230E-01,-3.9760E-01,-7.9720E-01,-2.6000E-03,-9.4000E-02,-9.6200E-02,1.1831E+00,1.3000E-01,2.1400E+00,1.2000E-01,3.1000E-01,3.0813E+00,2.0155E-01,1.0682E+00,5.2000E-01,6.5000E+00,3.5299E-01,7.1475E-01,4.3617E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.4000E+01,7.0440E-01,7.4450E-01,7.5530E-01,2.0990E-01,-4.8680E-01,-3.9220E-01,-3.9740E-01,-7.9760E-01,-2.2000E-03,-9.0300E-02,-9.6000E-02,1.1835E+00,1.3000E-01,2.1400E+00,2.3000E-01,2.9000E-01,3.0801E+00,1.9374E-01,1.0681E+00,5.1000E-01,6.4600E+00,3.6173E-01,7.2047E-01,4.3478E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0450E-01,7.4410E-01,7.5510E-01,2.0960E-01,-4.8680E-01,-3.9210E-01,-3.9740E-01,-7.9730E-01,-2.6000E-03,-9.3500E-02,-9.6200E-02,1.1832E+00,1.3000E-01,2.1500E+00,1.0000E-01,2.9000E-01,3.0735E+00,1.9544E-01,1.0681E+00,5.2000E-01,6.6800E+00,3.5299E-01,6.8988E-01,4.0851E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0440E-01,7.4400E-01,7.5500E-01,2.0980E-01,-4.8690E-01,-3.9220E-01,-3.9740E-01,-7.9700E-01,-2.8000E-03,-9.3700E-02,-9.6100E-02,1.1827E+00,1.3000E-01,2.1400E+00,1.2000E-01,2.8000E-01,3.0754E+00,1.9658E-01,1.0676E+00,5.2000E-01,6.6300E+00,3.8516E-01,6.9664E-01,4.2826E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0420E-01,7.4390E-01,7.5470E-01,2.0930E-01,-4.8740E-01,-3.9220E-01,-3.9770E-01,-7.9750E-01,-2.3000E-03,-9.4000E-02,-9.6400E-02,1.1836E+00,1.3000E-01,2.1400E+00,1.1000E-01,3.0000E-01,3.0690E+00,1.9775E-01,1.0678E+00,5.2000E-01,6.7200E+00,3.5299E-01,6.8455E-01,4.3404E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0380E-01,7.4370E-01,7.5450E-01,2.0910E-01,-4.8670E-01,-3.9190E-01,-3.9720E-01,-7.9670E-01,-2.3000E-03,-9.3400E-02,-9.5800E-02,1.1838E+00,1.3000E-01,2.1400E+00,1.1000E-01,3.1000E-01,3.0680E+00,1.9930E-01,1.0683E+00,5.3000E-01,6.4700E+00,3.7596E-01,7.1904E-01,4.2222E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0410E-01,7.4370E-01,7.5480E-01,2.0960E-01,-4.8670E-01,-3.9210E-01,-3.9720E-01,-7.9710E-01,-2.2000E-03,-9.3500E-02,-9.6000E-02,1.1829E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.0000E-01,3.0649E+00,1.9826E-01,1.0676E+00,5.2000E-01,6.5800E+00,3.5299E-01,7.0351E-01,4.1600E-02,3.6061E-01
1.3000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0390E-01,7.4380E-01,7.5440E-01,2.0910E-01,-4.8660E-01,-3.9170E-01,-3.9750E-01,-7.9740E-01,-2.6000E-03,-9.3700E-02,-9.5800E-02,1.1832E+00,1.3000E-01,2.1400E+00,1.2000E-01,2.9000E-01,3.0611E+00,1.9770E-01,1.0681E+00,5.1000E-01,6.5700E+00,3.6173E-01,7.0793E-01,4.1224E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0430E-01,7.4360E-01,7.5460E-01,2.0930E-01,-4.8750E-01,-3.9240E-01,-3.9770E-01,-7.9750E-01,-2.0000E-03,-9.3100E-02,-9.5900E-02,1.1838E+00,1.3000E-01,2.1500E+00,1.2000E-01,3.1000E-01,3.0745E+00,1.9586E-01,1.0675E+00,5.2000E-01,6.5000E+00,3.5299E-01,7.1475E-01,4.1224E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0420E-01,7.4400E-01,7.5500E-01,2.0980E-01,-4.8750E-01,-3.9240E-01,-3.9760E-01,-7.9750E-01,-2.4000E-03,-9.3600E-02,-9.6000E-02,1.1832E+00,1.3000E-01,2.1400E+00,1.1000E-01,3.1000E-01,3.0803E+00,1.9472E-01,1.0683E+00,5.1000E-01,6.5500E+00,3.6173E-01,7.1073E-01,4.3333E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0450E-01,7.4400E-01,7.5490E-01,2.0930E-01,-4.8680E-01,-3.9220E-01,-3.9760E-01,-7.9750E-01,-1.9000E-03,-9.3900E-02,-9.5900E-02,1.1834E+00,1.3000E-01,2.1200E+00,9.0000E-02,3.1000E-01,3.0901E+00,1.9626E-01,1.0689E+00,5.1000E-01,6.6300E+00,3.6173E-01,6.9664E-01,4.2115E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3750E+01,7.0430E-01,7.4380E-01,7.5480E-01,2.0960E-01,-4.8710E-01,-3.9200E-01,-3.9710E-01,-7.9740E-01,-1.8000E-03,-9.3500E-02,-9.5700E-02,1.1828E+00,1.3000E-01,2.1500E+00,7.0000E-02,2.9500E-01,3.0940E+00,1.9738E-01,1.0694E+00,5.2000E-01,6.5600E+00,3.8516E-01,7.0933E-01,4.2174E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0440E-01,7.4410E-01,7.5460E-01,2.1000E-01,-4.8690E-01,-3.9220E-01,-3.9780E-01,-7.9740E-01,-2.0000E-03,-9.0000E-02,-9.5500E-02,1.1832E+00,1.3000E-01,2.1400E+00,1.2000E-01,2.8000E-01,3.1004E+00,1.9765E-01,1.0702E+00,5.1000E-01,6.6400E+00,3.6173E-01,6.9528E-01,4.1957E-02,3.6061E-01
1.2000E-08,2.3000E+01,3.2900E+01,2.2000E+01,3.7700E+01,3.3500E+01,7.0460E-01,7.4410E-01,7.5500E-01,2.0950E-01,-4.8760E-01,-3.9250E-01,-3.9770E-01,-7.9710E-01,-2.4000E-03,-9.3300E-02,-9.6200E-02,1.1832E+00,1.3000E-01,2.1400E+00,1.1000E-01,3.1000E-01,3.1099E+00,1.9971E-01,1.0706E+00,5.2000E-01,6.7100E+00,3.5299E-01,6.8588E-01,4.0833E-02,3.6061E-01
